id	title	journal	pub_time	pmid	circRNA id	circRNA name	circRNA synonyms	disease	method of circRNA detection	species	expression pattern	associator	host gene	tissue/cell line	functional describution
59	Expression profile of circular RNAs in human gastric cancer tissues	Mol Med Rep.	2017 Sep	28737829	hsa_circ_0005927	-		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	VDAC3	tissue	A total of 3 upregulated circRNAs and 5 downregulated circRNAs were validated that show differential expression between gastric cancer tissues and adjacent normal tissues
60	Expression profile of circular RNAs in human gastric cancer tissues	Mol Med Rep.	2017 Sep	28737829	hsa_circ_0092341	-		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	C6orf132	tissue	A total of 3 upregulated circRNAs and 5 downregulated circRNAs were validated that show differential expression between gastric cancer tissues and adjacent normal tissues
61	Expression profile of circular RNAs in human gastric cancer tissues	Mol Med Rep.	2017 Sep	28737829	hsa_circ_0000144	-		gastric cancer	qRT-PCR, microarray	human	up-regulated	-	SLAMF6	tissue	A total of 3 upregulated circRNAs and 5 downregulated circRNAs were validated that show differential expression between gastric cancer tissues and adjacent normal tissues
62	Expression profile of circular RNAs in human gastric cancer tissues	Mol Med Rep.	2017 Sep	28737829	hsa_circ_0061274	-		gastric cancer	qRT-PCR, microarray	human	up-regulated	-	NRIP1	tissue	A total of 3 upregulated circRNAs and 5 downregulated circRNAs were validated that show differential expression between gastric cancer tissues and adjacent normal tissues
63	Expression profile of circular RNAs in human gastric cancer tissues	Mol Med Rep.	2017 Sep	28737829	hsa_circ_0032821	-		gastric cancer	qRT-PCR, microarray	human	up-regulated	-	CEP128	tissue	A total of 3 upregulated circRNAs and 5 downregulated circRNAs were validated that show differential expression between gastric cancer tissues and adjacent normal tissues
64	Expression profile of circular RNAs in human gastric cancer tissues	Mol Med Rep.	2017 Sep	28737829	hsa_circ_0005529	-		gastric cancer	qRT-PCR, microarray	human	up-regulated	-	VPS33B	tissue	A total of 3 upregulated circRNAs and 5 downregulated circRNAs were validated that show differential expression between gastric cancer tissues and adjacent normal tissues
65	Hsa_circ_0020397 regulates colorectal cancer cell viability, apoptosis and invasion by promoting the expression of the miR-138 targets TERT and PD-L1	Cell Biol Int.	2017 Sep	28707774	hsa_circ_0020397	-		colorectal cancer	qRT-PCR	human	up-regulated	miR-138, TERT, PD-L1	DOCK1	cell line	Hsa_circ_0020397 can regulate colorectal cancer (CRC) cell viability, apoptosis, and invasion by promoting the expression of miR-138 target genes
66	Screening circular RNA related to chemotherapeutic resistance in breast cancer	Epigenomics.	2017 Sep	28803498	hsa_circ_0006528	-		breast cancer	qRT-PCR, microarray	human	up-regulated	miR-7-5p, Raf1	PRELID2	cell line	Hsa_circ_0006528 expression is significantly associated with ADM-resistant breast cancers and demonstrate the potential function of hsa_circ_0006528 in overcoming chemotherapy resistance in breast cancer.
67	Screening circular RNA related to chemotherapeutic resistance in breast cancer	Epigenomics.	2017 Sep	28803498	hsa_circ_0002113	-		breast cancer	qRT-PCR, microarray	human	up-regulated	-	IFNGR2	cell line	To confirm the results of the microarray profiling, we explored the expression levels of the 18 differentially expressed circRNAs in the MCF-7/ADM and MCF-7 cell lines using qRT-PCR. A total of seven upregulated (hsa_circ_0002113, hsa_circ_0002874, hsa_circ_0006528, hsa_circ_0001667, hsa_circ_0085495, hsa_circ_0086241 and hsa_circ_0092276) and one downregulated (hsa_circ_0003838) circRNAs were verified
68	Screening circular RNA related to chemotherapeutic resistance in breast cancer	Epigenomics.	2017 Sep	28803498	hsa_circ_0002874	-		breast cancer	qRT-PCR, microarray	human	up-regulated	-	GLIS3	cell line	To confirm the results of the microarray profiling, we explored the expression levels of the 18 differentially expressed circRNAs in the MCF-7/ADM and MCF-7 cell lines using qRT-PCR. A total of seven upregulated (hsa_circ_0002113, hsa_circ_0002874, hsa_circ_0006528, hsa_circ_0001667, hsa_circ_0085495, hsa_circ_0086241 and hsa_circ_0092276) and one downregulated (hsa_circ_0003838) circRNAs were verified
69	Screening circular RNA related to chemotherapeutic resistance in breast cancer	Epigenomics.	2017 Sep	28803498	hsa_circ_0001667	-		breast cancer	qRT-PCR, microarray	human	up-regulated	-	HEATR2	cell line	To confirm the results of the microarray profiling, we explored the expression levels of the 18 differentially expressed circRNAs in the MCF-7/ADM and MCF-7 cell lines using qRT-PCR. A total of seven upregulated (hsa_circ_0002113, hsa_circ_0002874, hsa_circ_0006528, hsa_circ_0001667, hsa_circ_0085495, hsa_circ_0086241 and hsa_circ_0092276) and one downregulated (hsa_circ_0003838) circRNAs were verified
70	Screening circular RNA related to chemotherapeutic resistance in breast cancer	Epigenomics.	2017 Sep	28803498	hsa_circ_0085495	-		breast cancer	qRT-PCR, microarray	human	up-regulated	-	TMEM65	cell line	To confirm the results of the microarray profiling, we explored the expression levels of the 18 differentially expressed circRNAs in the MCF-7/ADM and MCF-7 cell lines using qRT-PCR. A total of seven upregulated (hsa_circ_0002113, hsa_circ_0002874, hsa_circ_0006528, hsa_circ_0001667, hsa_circ_0085495, hsa_circ_0086241 and hsa_circ_0092276) and one downregulated (hsa_circ_0003838) circRNAs were verified
71	Screening circular RNA related to chemotherapeutic resistance in breast cancer	Epigenomics.	2017 Sep	28803498	hsa_circ_0086241	-		breast cancer	qRT-PCR, microarray	human	up-regulated	-	RFX3	cell line	To confirm the results of the microarray profiling, we explored the expression levels of the 18 differentially expressed circRNAs in the MCF-7/ADM and MCF-7 cell lines using qRT-PCR. A total of seven upregulated (hsa_circ_0002113, hsa_circ_0002874, hsa_circ_0006528, hsa_circ_0001667, hsa_circ_0085495, hsa_circ_0086241 and hsa_circ_0092276) and one downregulated (hsa_circ_0003838) circRNAs were verified
72	Screening circular RNA related to chemotherapeutic resistance in breast cancer	Epigenomics.	2017 Sep	28803498	hsa_circ_0092276	-		breast cancer	qRT-PCR, microarray	human	up-regulated	-	NISCH	cell line	To confirm the results of the microarray profiling, we explored the expression levels of the 18 differentially expressed circRNAs in the MCF-7/ADM and MCF-7 cell lines using qRT-PCR. A total of seven upregulated (hsa_circ_0002113, hsa_circ_0002874, hsa_circ_0006528, hsa_circ_0001667, hsa_circ_0085495, hsa_circ_0086241 and hsa_circ_0092276) and one downregulated (hsa_circ_0003838) circRNAs were verified
73	Screening circular RNA related to chemotherapeutic resistance in breast cancer	Epigenomics.	2017 Sep	28803498	hsa_circ_0003838	-		breast cancer	qRT-PCR, microarray	human	down-regulated	-	TTBK2	cell line	To confirm the results of the microarray profiling, we explored the expression levels of the 18 differentially expressed circRNAs in the MCF-7/ADM and MCF-7 cell lines using qRT-PCR. A total of seven upregulated (hsa_circ_0002113, hsa_circ_0002874, hsa_circ_0006528, hsa_circ_0001667, hsa_circ_0085495, hsa_circ_0086241 and hsa_circ_0092276) and one downregulated (hsa_circ_0003838) circRNAs were verified
74	Crosstalk in competing endogenous RNA network reveals the complex molecular mechanism underlying lung cancer	Oncotarget.	2017 Aug 24	29207642	-	circRNA4046		lung cancer	RNA-seq	human	down-regulated	mir-582-3p	-	tissue	Three circRNAs (circRNA4046, circRNA4882, and circRNA4406) were included in the TF regulatory network as miRNA targets.
75	Crosstalk in competing endogenous RNA network reveals the complex molecular mechanism underlying lung cancer	Oncotarget.	2017 Aug 24	29207642	-	circRNA4406		lung cancer	RNA-seq	human	down-regulated	miR-657	-	tissue	Three circRNAs (circRNA4046, circRNA4882, and circRNA4406) were included in the TF regulatory network as miRNA targets.
76	Crosstalk in competing endogenous RNA network reveals the complex molecular mechanism underlying lung cancer	Oncotarget.	2017 Aug 24	29207642	-	circRNA4882		lung cancer	RNA-seq	human	down-regulated	mir-582-5p	-	tissue	Three circRNAs (circRNA4046, circRNA4882, and circRNA4406) were included in the TF regulatory network as miRNA targets.
77	Circular RNAs expression profiles in human gastric cancer	Sci Rep.	2017 Aug 22	28831102	hsa_circ_0076304	-		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	PGC	tissue	Among differentially expressed circRNAs, hsa_circ_0076304, hsa_circ_0035431, and hsa_circ_0076305 had the highest magnitude of change. These results provided a preliminary landscape of circRNAs expression profile in gastric cancer (GC). 
78	Circular RNAs expression profiles in human gastric cancer	Sci Rep.	2017 Aug 22	28831102	hsa_circ_0035431	-		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	CGNL1	tissue	Among differentially expressed circRNAs, hsa_circ_0076304, hsa_circ_0035431, and hsa_circ_0076305 had the highest magnitude of change. These results provided a preliminary landscape of circRNAs expression profile in gastric cancer (GC). 
79	Circular RNAs expression profiles in human gastric cancer	Sci Rep.	2017 Aug 22	28831102	hsa_circ_0076305	-		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	PGC	tissue	Among differentially expressed circRNAs, hsa_circ_0076304, hsa_circ_0035431, and hsa_circ_0076305 had the highest magnitude of change. These results provided a preliminary landscape of circRNAs expression profile in gastric cancer (GC). 
80	circRNA_100290 plays a role in oral cancer by functioning as a sponge of the miR-29 family	Oncogene.	2017 Aug 10	28368401	hsa_circ_0013339	circRNA_100290		oral squamous cell carcinomas	qRT-PCR, microarray	human	up-regulated	miR-29, CDK6	SLC30A7	tissue and cell line	circRNA_100290 was upregulated and co-expressed with CDK6 in oral squamous cell carcinomas (OSCC) tissue. Knockdown of circRNA_100290 decreased expression of CDK6 and inhibited proliferation of OSCC cell lines in vitro and in vivo.
81	Circular RNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease patients	Oncotarget.	2017 Aug 4	28947970	hsa_circ_0089378	-		coronary artery disease	qRT-PCR, microarray	human	up-regulated	miR-130a-3p	VAV2	tissue	We have shown that 9 circRNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease (CAD) patients.
82	Circular RNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease patients	Oncotarget.	2017 Aug 4	28947970	hsa_circ_0083357	-		coronary artery disease	qRT-PCR, microarray	human	up-regulated	miR-130a-3p	CTSB	tissue	We have shown that 9 circRNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease (CAD) patients.
83	Circular RNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease patients	Oncotarget.	2017 Aug 4	28947970	hsa_circ_0082824	-		coronary artery disease	qRT-PCR, microarray	human	up-regulated	miR-130a-3p	CUL1	tissue	We have shown that 9 circRNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease (CAD) patients.
84	Circular RNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease patients	Oncotarget.	2017 Aug 4	28947970	hsa_circ_0068942	-		coronary artery disease	qRT-PCR, microarray	human	up-regulated	miR-130a-3p	ADD1	tissue	We have shown that 9 circRNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease (CAD) patients.
85	Circular RNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease patients	Oncotarget.	2017 Aug 4	28947970	hsa_circ_0057576	-		coronary artery disease	qRT-PCR, microarray	human	up-regulated	miR-130a-3p	HECW2	tissue	We have shown that 9 circRNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease (CAD) patients.
86	Circular RNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease patients	Oncotarget.	2017 Aug 4	28947970	hsa_circ_0054537	-		coronary artery disease	qRT-PCR, microarray	human	up-regulated	miR-130a-3p	PSME4	tissue	We have shown that 9 circRNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease (CAD) patients.
87	Circular RNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease patients	Oncotarget.	2017 Aug 4	28947970	hsa_circ_0051172	-		coronary artery disease	qRT-PCR, microarray	human	up-regulated	miR-130a-3p	AXL	tissue	We have shown that 9 circRNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease (CAD) patients.
88	Circular RNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease patients	Oncotarget.	2017 Aug 4	28947970	hsa_circ_0032970	-		coronary artery disease	qRT-PCR, microarray	human	up-regulated	miR-130a-3p	TC2N	tissue	We have shown that 9 circRNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease (CAD) patients.
89	Circular RNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease patients	Oncotarget.	2017 Aug 4	28947970	hsa_circ_0006323	-		coronary artery disease	qRT-PCR, microarray	human	up-regulated	miR-130a-3p	DPYD	tissue	We have shown that 9 circRNAs promote TRPM3 expression by inhibiting hsa-miR-130a-3p in coronary artery disease (CAD) patients.
90	Carotid Plaque Rupture Is Accompanied by an Increase in the Ratio of Serum circR-284 to miR-221 Levels	Circ Cardiovasc Genet.	2017 Aug	28779016	-	circR-284		carotid disease and ischemic stroke	qRT-PCR	human	up-regulated	miR-221	-	tissue	Our data demonstrate that the serum ratio of circulating circR-284 to miR-221 is elevated in patients presenting with an acute carotid-related ischemic event and has the potential to serve as a diagnostic biomarker for carotid-related cerebrovascular ischemia.
91	HIF1alpha-associated circDENND4C Promotes Proliferation of Breast Cancer Cells in Hypoxic Environment	Anticancer Res.	2017 Aug	28739726	-	circDENND4C		breast cancer	qRT-PCR	human	up-regulated	HIF1¦Á	DENND4C	cell line	Knocking-down circDENND4C inhibited proliferation of breast cancer cells in a hypoxic environment.
92	Circular RNA CircHIPK3 Promotes NCI-H1299 and NCI-H2170 Cell Proliferation through miR-379 and its Target IGF1	Zhongguo Fei Ai Za Zhi.	2017 Jul 20	28738961	-	circHIPK3		lung cancer	qRT-PCR	human	up-regulated	miR-379, IGF1	HIPK3	cell line	CircHIPK3 could promote cell proliferation by a circHIPK3/miR-379 pathway in NCI-H1299 and NCI-H2170 cells and might be a potential tumor biomarker for NSCLC
